combination,remark,count,mean_avg_monthly_return
201001-201010,loser,14,-0.016820451977091637
201001-201010,winner,14,0.009833663188178656
201002-201011,loser,14,-0.006023454823464265
201002-201011,winner,14,0.010802766801793087
201003-201012,loser,14,-0.009402839954502529
201003-201012,winner,14,0.004622026311560755
201004-201101,loser,14,-0.032770620787014634
201004-201101,winner,14,0.004322948552648317
201005-201102,loser,14,-0.06545739855209991
201005-201102,winner,14,-0.008807439982385559
201006-201103,loser,14,-0.05581917190118792
201006-201103,winner,14,-0.005862144320277397
201007-201104,loser,14,-0.051528212774728785
201007-201104,winner,14,-0.03325678084023446
201008-201105,loser,14,-0.05966579715766386
201008-201105,winner,14,-0.02640979097153043
201009-201106,loser,14,-0.08503654615805735
201009-201106,winner,14,-0.05523388401313972
201010-201107,loser,14,-0.05853991816969871
201010-201107,winner,14,-0.04832140195076396
201011-201108,loser,14,0.013942630816921637
201011-201108,winner,14,-0.01729683122412765
201012-201109,loser,14,0.016821285396368617
201012-201109,winner,14,-0.006084799053717941
201101-201110,loser,14,0.00821656361286772
201101-201110,winner,14,0.01890556735044091
201102-201111,loser,14,-0.0030394030727470584
201102-201111,winner,14,0.002761175654705707
201103-201112,loser,14,0.020540002050395325
201103-201112,winner,14,0.016201574094139408
201104-201201,loser,14,-0.00716673121607629
201104-201201,winner,14,0.02643129642938031
201105-201202,loser,14,-0.06392603409620883
201105-201202,winner,14,0.014777498014345802
201106-201203,loser,14,-0.054488512284501155
201106-201203,winner,14,0.009090297139560428
201107-201204,loser,14,-0.023041987526687124
201107-201204,winner,14,0.02050253166877394
201108-201205,loser,14,-0.03043447295858717
201108-201205,winner,14,0.002000370601560212
201109-201206,loser,14,0.015692884075757235
201109-201206,winner,14,0.007285992152395869
201110-201207,loser,14,0.00571488279493266
201110-201207,winner,14,0.012482300938369653
201111-201208,loser,14,0.02098473286293177
201111-201208,winner,14,0.017856330915408447
201112-201209,loser,14,0.005565482982181109
201112-201209,winner,14,0.019853717581711356
201201-201210,loser,14,-0.002985691862080039
201201-201210,winner,14,0.009520346150017274
201202-201211,loser,14,0.019962867117542582
201202-201211,winner,14,0.02921699911762325
201203-201212,loser,14,0.0035825777748821975
201203-201212,winner,14,0.01949015081436007
201204-201301,loser,14,-0.011666252926133753
201204-201301,winner,14,0.020183535964407022
201205-201302,loser,14,0.0025597380398999503
201205-201302,winner,14,0.007607640111057816
201206-201303,loser,14,0.0009589282787367259
201206-201303,winner,14,0.00861827592967851
201207-201304,loser,14,-0.0023021125863410936
201207-201304,winner,14,-0.008702791735938862
201208-201305,loser,14,-0.004348934183652913
201208-201305,winner,14,-0.025968844553121834
201209-201306,loser,14,0.003563918527131338
201209-201306,winner,14,-0.00922605703128182
201210-201307,loser,14,-0.0009262384145103862
201210-201307,winner,14,0.01830585215338948
201211-201308,loser,14,0.000453699976710845
201211-201308,winner,14,0.012670402361637181
201212-201309,loser,14,-0.010706310139232709
201212-201309,winner,14,0.006865123675864464
201301-201310,loser,14,-0.0064327499235781105
201301-201310,winner,14,0.008043023051068814
201302-201311,loser,14,0.019837603019754204
201302-201311,winner,14,0.008682568793947973
201303-201312,loser,14,0.017441616605930133
201303-201312,winner,13,-0.005991901115622431
201304-201401,loser,14,0.02106338946364849
201304-201401,winner,14,0.02337862676134738
201305-201402,loser,14,0.02716959414041175
201305-201402,winner,12,0.028421805573767334
201306-201403,loser,14,0.034666251447752934
201306-201403,winner,14,0.004271160170794264
201307-201404,loser,14,-0.01514198759685754
201307-201404,winner,14,-0.0002722417287169424
201308-201405,loser,14,-0.030685666883784362
201308-201405,winner,14,-0.016676811140794993
201309-201406,loser,14,-0.021724724999589575
201309-201406,winner,14,-0.003469480900910395
201310-201407,loser,14,-0.016426658634283085
201310-201407,winner,14,-0.015665445260019457
201311-201408,loser,14,-0.01568789274450359
201311-201408,winner,14,0.014663885076573855
201312-201409,loser,14,-0.003161056823205816
201312-201409,winner,14,-0.0064712426296297575
201401-201410,loser,14,-0.0010338129993543682
201401-201410,winner,14,0.026445969333339443
201402-201411,loser,14,3.0999848619079575e-05
201402-201411,winner,14,0.023285066337543275
201403-201412,loser,14,-0.017674723815674847
201403-201412,winner,14,0.006076776525683717
201404-201501,loser,14,-0.026856217224202537
201404-201501,winner,14,-0.01990878219989287
201405-201502,loser,14,-0.046185520971788976
201405-201502,winner,14,-0.031799096742939695
201406-201503,loser,14,-0.052453849132099835
201406-201503,winner,14,-0.025032274609079277
201407-201504,loser,14,-0.05656338478817813
201407-201504,winner,14,-0.03252912914437376
201408-201505,loser,14,-0.028880145897352844
201408-201505,winner,14,-0.024257175692203124
201409-201506,loser,14,-0.01905073872753273
201409-201506,winner,14,-0.031512822154863694
201410-201507,loser,14,-0.0024887523143113694
201410-201507,winner,14,-0.031184266998110697
201411-201508,loser,14,0.00799338146059406
201411-201508,winner,14,-0.023719889466676476
201412-201509,loser,14,0.028524042118836086
201412-201509,winner,14,-0.01438826011685111
201501-201510,loser,14,0.00554254662153835
201501-201510,winner,13,-0.010542676784239173
201502-201511,loser,14,-0.008747632913572343
201502-201511,winner,12,-0.016588021987927
201503-201512,loser,14,-0.00020591924533188064
201503-201512,winner,12,-0.0268391360284576
201504-201601,loser,14,0.0017797754276420322
201504-201601,winner,12,-0.0014095318364195457
201505-201602,loser,14,0.028550822271491774
201505-201602,winner,12,0.01520832720499693
201506-201603,loser,13,0.009581988737011164
201506-201603,winner,12,0.017693820926216353
201507-201604,loser,14,0.02019728506351701
201507-201604,winner,13,0.011320360381925564
201508-201605,loser,14,0.009334873648749084
201508-201605,winner,14,0.005319732716317789
201509-201606,loser,14,0.005400144858949994
201509-201606,winner,13,0.006021028014804821
201510-201607,loser,14,0.015092184125675558
201510-201607,winner,14,0.0011936103208588986
201511-201608,loser,14,0.013611055892123549
201511-201608,winner,14,0.0009253067529457441
201512-201609,loser,14,0.018306959571795536
201512-201609,winner,14,0.0039701512501612345
201601-201610,loser,14,0.021748723004148405
201601-201610,winner,14,-0.0008787279457279164
201602-201611,loser,14,0.011739852164746973
201602-201611,winner,14,0.001646303003661904
201603-201612,loser,14,0.041026687553037997
201603-201612,winner,14,0.006297526887250874
201604-201701,loser,14,0.044698325479008524
201604-201701,winner,14,0.01576449093062152
201605-201702,loser,14,0.018349810820236092
201605-201702,winner,14,0.026743623407355508
201606-201703,loser,14,0.016081671834268587
201606-201703,winner,14,0.04335851834140182
