stock_id,start_date,end_date,SD_close,ED_close,combination,return,RT_%_Rank,remark,RT_rank,start_date2,SD_close2,end_date2,ED_close2,return2,avg_monthly_return,annualized_return
1233,2010-01-04,2010-03-31,18.98,23.27,201001-201004,0.2260274,6.336588169619419,winner,88.0,2010-04-01,22.82,2010-12-31,27.55,0.2072743207712533,0.02115002297992863,0.28550750797976976
1234,2010-01-04,2010-03-31,12.27,17.29,201001-201004,0.40912795,8.031962919897069,winner,28.0,2010-04-01,17.29,2010-12-31,18.61,0.07634470792365532,0.008208032805167464,0.10306686699774725
1236,2010-01-04,2010-03-31,10.55,13.42,201001-201004,0.27203791,6.762611231272686,winner,68.0,2010-04-01,13.54,2010-12-31,15.97,0.17946824224519953,0.01850962878384954,0.24618255979696513
1310,2010-01-04,2010-03-31,9.33,11.74,201001-201004,0.25830654,6.635468969904711,winner,74.0,2010-04-01,11.95,2010-12-31,10.56,-0.11631799163179907,-0.013645817863744303,-0.15200228135067306
1410,2010-01-04,2010-03-31,14.91,12.23,201001-201004,-0.17974514,2.579436600866466,loser,851.0,2010-04-01,12.2,2010-12-31,17.18,0.40819672131147544,0.038767007954151333,0.5784025423250305
1439,2010-01-04,2010-03-31,14.75,21.85,201001-201004,0.48135593,8.700740231355496,winner,23.0,2010-04-01,21.85,2010-12-31,22.4,0.025171624713958677,0.002766044831087555,0.03370218920686674
1516,2010-01-04,2010-03-31,67.18,85.43,201001-201004,0.27165823,6.759095677194965,winner,69.0,2010-04-01,83.5,2010-12-31,14.99,-0.8204790419161677,-0.1737263440684279,-0.8987285853851161
1519,2010-01-04,2010-03-31,20.38,17.13,201001-201004,-0.15947007,2.767168651579104,loser,826.0,2010-04-01,17.25,2010-12-31,15.86,-0.08057971014492757,-0.009291225908306666,-0.10596996039705175
1525,2010-01-04,2010-03-31,31.75,26.43,201001-201004,-0.16755906,2.6922706275084587,loser,841.0,2010-04-01,27.9,2010-12-31,31.79,0.13942652329749106,0.014608463010200357,0.19009537161600032
1563,2010-01-04,2010-03-31,8.97,14.23,201001-201004,0.58639911,9.673361859531218,winner,20.0,2010-04-01,14.62,2010-12-31,10.63,-0.2729138166894664,-0.03479257381769685,-0.34619557458608496
1565,2010-01-04,2010-03-31,96.78,118.6,201001-201004,0.22545981,6.331332708865696,winner,89.0,2010-04-01,118.08,2010-12-31,207.3,0.7555894308943091,0.06453049368114616,1.1178601409492734
1569,2010-01-04,2010-03-31,23.53,38.19,201001-201004,0.62303442,10.012577550268327,winner,17.0,2010-04-01,38.19,2010-12-31,24.34,-0.36266038229903114,-0.04881841201291548,-0.4515194635266675
1721,2010-01-04,2010-03-31,11.84,14.57,201001-201004,0.23057432,6.378689263032476,winner,86.0,2010-04-01,14.57,2010-12-31,9.95,-0.3170899107755663,-0.04149154605328187,-0.3986166887915068
1727,2010-01-04,2010-03-31,10.63,14.05,201001-201004,0.32173095,7.222731778592382,winner,49.0,2010-04-01,13.79,2010-12-31,14.44,0.047135605511240054,0.005130721934246685,0.06333612715741577
1729,2010-01-04,2010-03-31,71.03,59.91,201001-201004,-0.15655357,2.794173269856792,loser,819.0,2010-04-01,60.11,2010-12-31,45.75,-0.2388953585093994,-0.02987621557222664,-0.3050943748387721
1781,2010-01-04,2010-03-31,16.57,20.94,201001-201004,0.26372963,6.685682745092623,winner,71.0,2010-04-01,20.21,2010-12-31,28.02,0.3864423552696684,0.03697161496389856,0.5459748454847844
1802,2010-01-04,2010-03-31,17.97,23.29,201001-201004,0.29604897,6.984935767443669,winner,57.0,2010-04-01,23.25,2010-12-31,26.04,0.11999999999999997,0.012671690153647885,0.16311867881464792
1815,2010-01-04,2010-03-31,11.84,20.13,201001-201004,0.70016892,10.726785583369765,winner,14.0,2010-04-01,19.59,2010-12-31,20.4,0.04134762633996931,0.004511889046415751,0.05550665342016581
2014,2010-01-04,2010-03-31,14.37,12.03,201001-201004,-0.16283925,2.735972553581908,loser,831.0,2010-04-01,11.9,2010-12-31,13.76,0.1563025210084033,0.01626727588518828,0.21365513202348585
2022,2010-01-04,2010-03-31,12.2,15.55,201001-201004,0.27459016,6.786243165782967,winner,66.0,2010-04-01,15.41,2010-12-31,17.42,0.13043478260869576,0.01371568898019171,0.1775897476203312
2049,2010-01-04,2010-03-31,23.25,31.86,201001-201004,0.37032258,7.672654089458374,winner,38.0,2010-04-01,33.5,2010-12-31,87.38,1.6083582089552237,0.1124052399469826,2.590511409507334
2109,2010-01-04,2010-03-31,17.69,14.09,201001-201004,-0.2035048,2.359439841494733,loser,870.0,2010-04-01,14.03,2010-12-31,10.22,-0.2715609408410548,-0.034593189351123765,-0.3445730426694993
2314,2010-01-04,2010-03-31,23.24,29.83,201001-201004,0.28356282,6.869323316043717,winner,64.0,2010-04-01,29.83,2010-12-31,26.86,-0.09956419711699628,-0.011585301682313864,-0.13049849117356116
2321,2010-01-04,2010-03-31,288.36,244.64,201001-201004,-0.15161604,2.8398911210087325,loser,809.0,2010-04-01,245.68,2010-12-31,183.22,-0.2542331488114621,-0.03206813772412964,-0.32370304221109647
2348,2010-01-04,2010-03-31,25.74,43.42,201001-201004,0.68686869,10.603635357360693,winner,15.0,2010-04-01,42.47,2010-12-31,24.78,-0.4165293148104544,-0.05810581503653556,-0.5124430090344128
2358,2010-01-04,2010-03-31,26.69,22.62,201001-201004,-0.15249157,2.831784365157313,loser,812.0,2010-04-01,22.47,2010-12-31,16.71,-0.25634178905206934,-0.03237261022935278,-0.32625146070704625
2362,2010-01-04,2010-03-31,28.41,36.47,201001-201004,0.28370292,6.870620537720626,winner,63.0,2010-04-01,37.88,2010-12-31,37.35,-0.01399155227032738,-0.0015643702883918476,-0.018611763963835237
2383,2010-01-04,2010-03-31,11.67,15.05,201001-201004,0.28963153,6.925515051681636,winner,62.0,2010-04-01,15.17,2010-12-31,16.1,0.06130520764667116,0.006632954430029647,0.08256436441774273
2392,2010-01-04,2010-03-31,36.03,30.52,201001-201004,-0.15292812,2.827742237226875,loser,813.0,2010-04-01,31.01,2010-12-31,34.15,0.10125765881973547,0.010774616223818922,0.13723946502494178
2393,2010-01-04,2010-03-31,52.35,43.93,201001-201004,-0.1608405,2.754479490246585,loser,828.0,2010-04-01,45.66,2010-12-31,39.26,-0.14016644765659217,-0.01663961232588773,-0.18237809631577195
2401,2010-01-04,2010-03-31,22.27,18.72,201001-201004,-0.15940727,2.767750132816148,loser,825.0,2010-04-01,18.59,2010-12-31,13.78,-0.25874125874125875,-0.03272001129595259,-0.32914843529743665
2402,2010-01-04,2010-03-31,14.51,12.02,201001-201004,-0.17160579,2.654800921037391,loser,844.0,2010-04-01,12.22,2010-12-31,11.94,-0.02291325695581024,-0.0025722245664081544,-0.030433738944458333
2403,2010-01-04,2010-03-31,28.65,37.89,201001-201004,0.32251309,7.229973812585083,winner,48.0,2010-04-01,38.72,,,,,
2406,2010-01-04,2010-03-31,46.96,62.97,201001-201004,0.34092845,7.400486333499264,winner,46.0,2010-04-01,62.43,2010-12-31,63.53,0.01761973410219448,0.0019425850678116419,0.02356170064416574
2413,2010-01-04,2010-03-31,14.87,18.25,201001-201004,0.2273033,6.3484020535421,winner,87.0,2010-04-01,18.39,2010-12-31,15.32,-0.16693855356171833,-0.020089666817325935,-0.21614443119950444
2425,2010-01-04,2010-03-31,32.42,25.73,201001-201004,-0.2063541,2.333057445177704,loser,874.0,2010-04-01,25.6,2010-12-31,13.94,-0.45546875000000003,-0.06530654651313483,-0.5553375963453528
2437,2010-01-04,2010-03-31,30.39,38.36,201001-201004,0.26225732,6.672050250823321,winner,72.0,2010-04-01,38.24,2010-12-31,37.64,-0.015690376569037694,-0.001755654084938718,-0.02086560165382878
2442,2010-01-04,2010-03-31,12.96,10.86,201001-201004,-0.16203704,2.743400420829824,loser,829.0,2010-04-01,10.89,2010-12-31,6.08,-0.44168962350780533,-0.06270763853683259,-0.5402720241600273
2444,2010-01-04,2010-03-31,22.58,18.68,201001-201004,-0.17271922,2.644491388334176,loser,845.0,2010-04-01,18.68,2010-12-31,18.24,-0.023554603854389792,-0.002644990072793063,-0.03128219350572092
2456,2010-01-04,2010-03-31,24.47,31.91,201001-201004,0.30404577,7.058980180762036,winner,55.0,2010-04-01,31.49,2010-12-31,30.53,-0.03048586852969188,-0.003434115265645965,-0.04043987676157157
2458,2010-01-04,2010-03-31,40.07,33.38,201001-201004,-0.16695782,2.697837662205279,loser,839.0,2010-04-01,33.38,2010-12-31,28.5,-0.1461953265428401,-0.017408122545346183,-0.190013021965457
2465,2010-01-04,2010-03-31,29.27,38.48,201001-201004,0.31465665,7.157229028350019,winner,52.0,2010-04-01,38.1,2010-12-31,28.64,-0.2482939632545932,-0.031214656686816222,-0.3165122782168356
2496,2010-01-04,2010-03-31,12.6,9.15,201001-201004,-0.27380952,1.7084704855133337,loser,894.0,2010-04-01,9.5,2010-12-31,19.93,1.0978947368421053,0.08580976659960826,1.6856222390280435
2505,2010-01-04,2010-03-31,19.2,25.08,201001-201004,0.30625,7.079389709219512,winner,54.0,2010-04-01,26.07,2010-12-31,27.5,0.054852320675105475,0.005951057237143731,0.07379707564908378
2536,2010-01-04,2010-03-31,21.28,16.74,201001-201004,-0.21334586,2.268318953873329,loser,878.0,2010-04-01,16.98,2010-12-31,18.72,0.10247349823321546,0.010898548973756306,0.13891385965092917
2545,2010-01-04,2010-03-31,19.42,16.41,201001-201004,-0.15499485,2.808605856382353,loser,816.0,2010-04-01,17.53,2010-12-31,30.24,0.7250427837992012,0.062456350566864494,1.0688698041490632
2707,2010-01-04,2010-03-31,118.41,100.12,201001-201004,-0.15446331,2.813527520980098,loser,815.0,2010-04-01,101.7,2010-12-31,166.6,0.6381514257620451,0.05637257077876434,0.9311027939685361
2816,2010-01-04,2010-03-31,25.1,18.61,201001-201004,-0.25856574,1.8496165372908264,loser,892.0,2010-04-01,19.47,2010-12-31,15.9,-0.18335901386748837,-0.022254815085246515,-0.23667720754678567
2885,2010-01-04,2010-03-31,10.55,8.61,201001-201004,-0.18388626,2.5410929132813127,loser,855.0,2010-04-01,8.77,2010-12-31,10.36,0.18129988597491448,0.01868525034068491,0.24876355685619522
2903,2010-01-04,2010-03-31,15.74,11.31,201001-201004,-0.28144854,1.6377388485801507,loser,896.0,2010-04-01,11.44,2010-12-31,21.95,0.9187062937062938,0.07509140269716741,1.3842108873730838
2915,2010-01-04,2010-03-31,37.16,46.89,201001-201004,0.26184069,6.668192567259792,winner,73.0,2010-04-01,50.13,2010-12-31,56.8,0.13305405944544174,0.01397640200812611,0.18122920165027345
3003,2010-01-04,2010-03-31,16.66,20.9,201001-201004,0.2545018,6.600239910639889,winner,78.0,2010-04-01,21.29,2010-12-31,18.98,-0.10850164396430244,-0.012680218307406732,-0.14198661635742105
3013,2010-01-04,2010-03-31,9.14,21.15,201001-201004,1.31400438,16.410444860794478,winner,2.0,2010-04-01,20.94,2010-12-31,29.61,0.4140401146131804,0.03924506291783936,0.5871414725706956
3019,2010-01-04,2010-03-31,58.42,49.21,201001-201004,-0.15765149,2.7840073482043186,loser,821.0,2010-04-01,49.45,2010-12-31,47.82,-0.03296258847320531,-0.0037173065389700666,-0.04370687299082354
3024,2010-01-04,2010-03-31,12.37,10.31,201001-201004,-0.16653193,2.7017810864735066,loser,836.0,2010-04-01,10.35,2010-12-31,8.95,-0.13526570048309183,-0.016018427966860926,-0.17615866033773075
3029,2010-01-04,2010-03-31,10.09,16.12,201001-201004,0.59762141,9.77727200103566,winner,18.0,2010-04-01,15.95,2010-12-31,12.47,-0.21818181818181812,-0.026977544887295313,-0.2797647801233595
3049,2010-01-04,2010-03-31,40.62,33.84,201001-201004,-0.16691285,2.6982540509191306,loser,838.0,2010-04-01,33.56,2010-12-31,35.18,0.04827175208581637,0.005251838107246387,0.06487470421291452
3054,2010-01-04,2010-03-31,28.5,23.09,201001-201004,-0.18982456,2.486108677135797,loser,859.0,2010-04-01,23.09,2010-12-31,15.62,-0.32351667388479866,-0.04249802729357499,-0.4061508641567855
3060,2010-01-04,2010-03-31,33.37,43.06,201001-201004,0.29038058,6.932450696914244,winner,60.0,2010-04-01,43.65,2010-12-31,74.03,0.6959908361970218,0.06045318337156913,1.0225441090662168
3063,2010-01-04,2010-03-19,14.4,19.4,201001-201004,0.34722222,7.458761957150066,winner,43.0,,,,,,,
3067,2010-01-04,2010-03-31,17.32,33.99,201001-201004,0.96247113,13.155508729073182,winner,8.0,2010-04-01,33.53,2010-12-31,23.82,-0.28959141067700567,-0.03727796640804004,-0.3661143236808895
3073,2010-01-04,2010-03-31,229.47,185.85,201001-201004,-0.19009021,2.4836489559475683,loser,860.0,2010-04-01,184.07,2010-12-31,110.18,-0.4014233715434345,-0.05542699778503457,-0.49554045834175875
3083,2010-01-04,2010-03-31,345.75,278.46,201001-201004,-0.19462039,2.4417028624693526,loser,864.0,2010-04-01,280.89,2010-12-31,214.33,-0.2369610879703798,-0.029602583212057332,-0.30273866812093075
3095,2010-01-04,2010-03-31,630.21,521.01,201001-201004,-0.17327557,2.639340001610777,loser,847.0,2010-04-01,521.01,2010-12-31,356.06,-0.31659661042974224,-0.04141463974893467,-0.3980374064719867
3130,2010-01-04,2010-03-31,35.19,53.95,201001-201004,0.533106,9.179907344742654,winner,21.0,2010-04-01,52.74,2010-12-31,48.54,-0.07963594994311723,-0.009178284544223536,-0.10474615405621601
3149,2010-01-04,2010-03-31,116.55,96.4,201001-201004,-0.17288717,2.6429362963952983,loser,846.0,2010-04-01,94.43,2010-12-31,308.91,2.2713120830244624,0.14075224165623812,3.856193355161845
3152,2010-01-04,2010-03-31,86.26,116.14,201001-201004,0.34639462,7.451098997408384,winner,44.0,2010-04-01,117.18,2010-12-31,71.18,-0.3925584570745861,-0.05388278803365998,-0.4855545624065908
3164,2010-01-04,2010-03-31,46.37,63.66,201001-201004,0.37287039,7.696244912874824,winner,36.0,2010-04-01,62.76,2010-12-31,61.62,-0.018164435946462724,-0.0020347531547662,-0.024145628205127445
3171,2010-01-04,2010-03-31,13.94,19.26,201001-201004,0.38163558,7.777404045424596,winner,33.0,2010-04-01,19.37,2010-12-31,13.49,-0.3035622096024781,-0.039400224079832014,-0.38268081814362154
3188,2010-01-04,2010-03-31,19.57,16.14,201001-201004,-0.17526827,2.6208890834410705,loser,849.0,2010-04-01,16.25,2010-12-31,9.79,-0.3975384615384616,-0.05474778667704394,-0.4911703205021588
3219,2010-01-04,2010-03-31,19.17,15.3,201001-201004,-0.20187793,2.3745034462735517,loser,869.0,2010-04-01,15.5,2010-12-31,5.4,-0.6516129032258065,-0.11055723486136082,-0.7548589272823799
3227,2010-01-04,2010-03-31,143.14,108.46,201001-201004,-0.24228029,2.0004076776064026,loser,887.0,2010-04-01,110.55,2010-12-31,77.89,-0.29543193125282674,-0.03816062749697058,-0.37305331665069097
3228,2010-01-04,2010-03-31,54.18,45.12,201001-201004,-0.16722038,2.695406552116135,loser,840.0,2010-04-01,46.08,2010-12-31,49.07,0.06488715277777782,0.007009880965916482,0.08743869678446337
3259,2010-01-04,2010-03-31,68.73,58.27,201001-201004,-0.15218973,2.834579178797271,loser,811.0,2010-04-01,59.07,2010-12-31,40.43,-0.31555781276451667,-0.041252850781406836,-0.3968170911887202
3268,2010-01-04,2010-03-31,28.09,23.62,201001-201004,-0.15913136,2.7703048539644413,loser,824.0,2010-04-01,25.24,2010-12-31,22.64,-0.1030110935023771,-0.012006427822518484,-0.13493362923356356
3294,2010-01-04,2010-03-31,15.87,13.38,201001-201004,-0.15689981,2.7909673452785424,loser,820.0,2010-04-01,14.08,2010-12-31,9.39,-0.3330965909090909,-0.04401420861788241,-0.41733725578058367
3306,2010-01-04,2010-03-31,43.15,32.96,201001-201004,-0.23615295,2.0571422833864847,loser,885.0,2010-04-01,32.96,2010-12-31,27.07,-0.17870145631067963,-0.021636781705707375,-0.2308670738429438
3310,2010-01-04,2010-03-31,13.81,33.38,201001-201004,1.41708907,17.364932329926596,winner,1.0,2010-04-01,35.72,2010-12-31,24.81,-0.30543113101903696,-0.03968698979528584,-0.3848886338547073
3315,2010-01-04,2010-03-31,22.78,29.76,201001-201004,0.30640913,7.080863134526052,winner,53.0,2010-04-01,29.87,2010-12-31,22.62,-0.24271844660194175,-0.030418873461282914,-0.3097445611869579
3325,2010-01-04,2010-03-31,25.84,34.1,201001-201004,0.31965944,7.203551138507207,winner,50.0,2010-04-01,32.3,2010-12-31,30.67,-0.050464396284829585,-0.005737063403573495,-0.06671345472244516
3367,2010-01-04,2010-03-31,31.55,26.34,201001-201004,-0.16513471,2.714718303257306,loser,834.0,2010-04-01,26.52,2010-12-31,23.41,-0.11726998491704373,-0.01376394135792347,-0.15322012991717493
3413,2010-01-04,2010-03-31,31.41,25.66,201001-201004,-0.18306272,2.548718280446204,loser,854.0,2010-04-01,24.95,2010-12-31,16.56,-0.3362725450901804,-0.04452113070449093,-0.4210340227260597
3419,2010-01-04,2010-03-31,17.1,23.23,201001-201004,0.35847953,7.562996265184904,winner,41.0,2010-04-01,22.49,2010-12-31,19.03,-0.15384615384615374,-0.018390360029264086,-0.199676117044427
3444,2010-01-04,2010-03-31,11.13,15.33,201001-201004,0.37735849,7.737801376887199,winner,35.0,2010-04-01,14.99,2010-12-31,12.47,-0.16811207471647763,-0.020243139037216196,-0.2176163595275592
3450,2010-01-04,2010-03-31,15.14,19.92,201001-201004,0.31571995,7.1670743945816895,winner,51.0,2010-04-01,20.17,2010-12-31,24.09,0.19434804164600883,0.019929375264577054,0.26718843998210584
3455,2010-01-04,2010-03-31,12.54,17.14,201001-201004,0.36682616,7.640279843808289,winner,39.0,2010-04-01,17.0,2010-12-31,32.32,0.9011764705882354,0.07399557570389637,1.3552114696395297
3465,2010-01-04,2010-03-31,28.46,41.92,201001-201004,0.47294448,8.622856467799226,winner,25.0,2010-04-01,41.64,2010-12-31,26.89,-0.3542267050912584,-0.04742805449597576,-0.44182106611220173
3490,2010-01-04,2010-03-31,20.8,26.57,201001-201004,0.27740385,6.812295840016379,winner,65.0,2010-04-01,26.21,2010-12-31,25.65,-0.021365890881343084,-0.0023968391738515837,-0.02838592378207927
3494,2010-01-04,2010-03-31,131.62,239.13,201001-201004,0.81682115,11.806898370063092,winner,9.0,2010-04-01,239.95,2010-12-31,179.73,-0.25096895186497187,-0.03159831694905746,-0.31975332646082766
3498,2010-01-04,2010-03-31,41.69,33.79,201001-201004,-0.18949388,2.4891705277005376,loser,858.0,2010-04-01,33.79,2010-12-31,24.77,-0.26694288250961823,-0.03391505849373988,-0.3390269487529829
3512,2010-01-04,2010-03-31,18.75,23.29,201001-201004,0.24213333,6.48571708841152,winner,81.0,2010-04-01,22.74,2010-12-31,18.39,-0.19129287598944583,-0.02331484800044037,-0.24654897994623048
3516,2010-01-04,2010-03-31,26.73,21.52,201001-201004,-0.19491208,2.439002030271369,loser,865.0,2010-04-01,23.03,2010-12-31,16.6,-0.27920104211897523,-0.03572352362705944,-0.35372275231967165
3523,2010-01-04,2010-03-31,274.26,221.94,201001-201004,-0.19076788,2.4773742363630524,loser,861.0,2010-04-01,216.94,2010-12-31,142.63,-0.34253710703420304,-0.04552738641061138,-0.4283085964301613
3535,2010-01-04,2010-03-31,23.74,37.92,201001-201004,0.59730413,9.774334224492836,winner,19.0,2010-04-01,36.54,2010-12-31,31.13,-0.1480569239189929,-0.0176463978956789,-0.19236691150734675
3536,2010-01-04,2010-03-31,48.51,38.85,201001-201004,-0.1991342,2.399908343001493,loser,867.0,2010-04-01,38.85,2010-12-31,22.43,-0.4226512226512227,-0.05920903286402157,-0.5192517995378549
3543,2010-01-04,2010-03-31,44.33,34.54,201001-201004,-0.22084367,2.1988948163905127,loser,880.0,2010-04-01,32.96,2010-12-31,28.37,-0.13925970873786406,-0.01652444358811478,-0.18122826156705707
3545,2010-01-04,2010-03-31,83.53,66.39,201001-201004,-0.20519574,2.343782996224556,loser,873.0,2010-04-01,66.5,2010-12-31,70.93,0.06661654135338356,0.00719146052683306,0.0897940172716758
3548,2010-01-04,2010-03-31,31.31,26.3,201001-201004,-0.16001278,2.762143561098911,loser,827.0,2010-04-01,27.11,2010-12-31,18.12,-0.33161195130947985,-0.043777977162567705,-0.41560714020743306
3561,2010-01-04,2010-03-31,44.5,55.01,201001-201004,0.23617978,6.430591648621658,winner,82.0,2010-04-01,55.72,2010-12-31,63.65,0.14231873653984206,0.014894294793811325,0.1941248429897433
3577,2010-01-04,2010-03-31,41.28,34.31,201001-201004,-0.1688469,2.680346188076695,loser,842.0,2010-04-01,34.64,2010-12-31,23.54,-0.32043879907621253,-0.04201495242827358,-0.40254559585904504
3591,2010-01-04,2010-03-31,73.0,96.75,201001-201004,0.32534247,7.2561717645352015,winner,47.0,2010-04-01,96.16,2010-12-31,102.61,0.06707570715474213,0.007239627312703778,0.09041958672155981
3615,2010-01-04,2010-03-31,43.09,35.04,201001-201004,-0.18681829,2.5139444987677755,loser,857.0,2010-04-01,35.59,2010-12-31,31.6,-0.11211014329867945,-0.013125058464574235,-0.1466141068790381
3642,2010-01-05,2010-03-31,18.34,15.47,201001-201004,-0.15648855,2.794775306640751,loser,818.0,2010-04-01,15.39,2010-12-31,15.31,-0.005198180636777132,-0.0005789143844996403,-0.006924895879444559
3669,2010-01-05,2010-03-31,63.28,87.85,201001-201004,0.38827434,7.838874019584441,winner,32.0,2010-04-01,83.55,2010-12-31,46.26,-0.44631956912028725,-0.06357447837710739,-0.5453482166351801
4107,2010-01-04,2010-03-31,39.24,32.7,201001-201004,-0.16666667,2.7005334944053643,loser,837.0,2010-04-01,32.87,2010-12-31,35.87,0.09126863401277761,0.009751786666200024,0.12350643300808906
4131,2010-01-04,2010-03-31,128.01,173.24,201001-201004,0.35333177,7.51533184077717,winner,42.0,2010-04-01,173.24,2010-12-31,96.25,-0.44441237589471255,-0.06321662731245703,-0.5432589098178768
4304,2010-01-04,2010-03-31,23.12,29.01,201001-201004,0.25475779,6.6026101874212735,winner,77.0,2010-04-01,28.71,2010-12-31,26.22,-0.08672936259143163,-0.010029698797276776,-0.11393416127382616
4402,2010-01-04,2010-03-31,10.58,15.04,201001-201004,0.42155009,8.146982686360982,winner,27.0,2010-04-01,14.96,2010-12-31,21.15,0.41377005347593565,0.03922300763205744,0.5867373241239753
4417,2010-01-04,2010-03-31,12.64,10.19,201001-201004,-0.19382911,2.4490295260561066,loser,863.0,2010-04-01,10.14,2010-12-31,10.4,0.02564102564102562,0.002817050225905726,0.0343333131785748
4530,2010-01-04,2010-03-31,32.08,24.47,201001-201004,-0.23721945,2.0472672875376405,loser,886.0,2010-04-01,24.72,2010-12-31,17.77,-0.28114886731391586,-0.0360134028356911,-0.35605029509245567
4609,2010-01-04,2010-03-31,20.04,28.13,201001-201004,0.40369261,7.981635718830911,winner,30.0,2010-04-01,27.76,,,,,
4702,2010-01-04,2010-03-31,13.49,30.28,201001-201004,1.24462565,15.76804948269031,winner,3.0,2010-04-01,29.55,2010-12-31,42.07,0.4236886632825719,0.040030592092778594,0.6015974514639468
4712,2010-01-04,2010-03-31,13.1,23.64,201001-201004,0.80458015,11.693555825116349,winner,10.0,2010-04-01,24.21,2010-12-31,43.11,0.7806691449814126,0.06620958271107624,1.158295861023384
4725,2010-01-04,2010-03-31,69.9,116.86,201001-201004,0.67181688,10.464266804835992,winner,16.0,2010-04-01,121.73,2010-12-31,174.38,0.43251458145075156,0.04074501421137078,0.6148495559164875
4915,2010-01-04,2010-03-30,20.07,16.02,201001-201004,-0.20179372,2.375283168168002,loser,868.0,2010-04-01,16.55,2010-12-31,17.7,0.06948640483383677,0.007492209167896613,0.09370540323758059
5209,2010-01-04,2010-03-31,13.07,23.08,201001-201004,0.76587605,11.335184679468664,winner,12.0,2010-04-01,23.49,2010-12-31,27.14,0.15538527032779917,0.016177670282170098,0.21237164000792985
5212,2010-01-04,2010-03-31,12.55,15.47,201001-201004,0.23266932,6.398087403026222,winner,84.0,2010-04-01,15.79,2010-12-31,11.94,-0.24382520582647244,-0.03057642392312543,-0.3110893017737617
5310,2010-01-04,2010-03-31,94.66,73.16,201001-201004,-0.22712867,2.1407003964092777,loser,883.0,2010-04-01,78.26,2010-12-31,72.06,-0.07922310247891647,-0.009128910760003106,-0.10421066898089437
5312,2010-01-04,2010-03-31,26.51,34.41,201001-201004,0.29800075,7.00300779688376,winner,56.0,2010-04-01,34.09,2010-12-31,37.49,0.09973599295981221,0.010619338545689194,0.1351447692474903
5355,2010-01-04,2010-03-31,18.24,26.93,201001-201004,0.47642544,8.655087565361338,winner,24.0,2010-04-01,26.88,2010-12-31,15.28,-0.43154761904761907,-0.06083091615416092,-0.5291035101490427
5364,2010-01-04,2010-03-31,595.75,492.22,201001-201004,-0.17378095,2.634660559133432,loser,848.0,2010-04-01,487.43,2010-12-31,89.84,-0.8156863549637897,-0.17130393537737099,-0.8951077703222522
